최저가,상품명,품목,밴드형태,네트워크,화면크기,해상도,화면종류,화면,블루투스버전,내장OS,호환가능OS,램,내장메모리,항목,건강관리,부가기능,방수기능,사용시간,배터리종류,배터리용량,재질,무게,통화유무,CPU,음악,색상,대기,컨트롤,시계줄,통신규격,카메라,무게(본체),무게(밴드포함),조도센서,통화유무2,충전,크기,외장메모리,통화,항목2,단자,가전리모트컨트롤(어플),동영상,보호필름기능,크기(지름)
35600,I6HRC,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","달리기, 사이클링","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,75mAh,,,,,,,,,,,,,,,,,,,,,,,,,
439000,애플워치시리즈3Cellular38mm(실버),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,LTE,,,,,,,,,,,,,,,
325850,엠포리오아르마니ART3018,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
1760600,애플워치시리즈4Cellular44mm(스테인리스스틸),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",368x448,OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,LTE,,,,,,,,,,,,,,,
41890,ZeblazeVIBE3HR,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","이동거리측정, 칼로리측정, 수면패턴분석",가속계센서,생활방수(IP67),24시간,,,,,,,,,,,,,,,,,,,,,,,,,,,
80980,WAT270,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",GPS,생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,480mAh,,,,,,,,,,,,,,,,,,,,,,,,,
1990000,애플워치시리즈5에디션Cellular40mm(화이트세라믹),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
78080,NewwearQ6,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 심박측정, 칼로리측정, 운동정보기록, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,460mAh,,,,,,,,,,,,,,,,,,,,,,,,,
125100,마이크로노즈ZeTime39mm오리지널,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,180mAh,스테인리스스틸,42g,,,,,30일,,,,,,,,,,,,,,,,,,
139000,마이크로노즈ZeTime39mm엘리트,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,30일,,,,,,,,,,,,,,,,,,
78988,UW90,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,20일,,,,,,,,,,,,,,,,,,
180760,TicwatchE,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",400x400,OLED,터치스크린,블루투스4.1,"iOS, 안드로이드","iOS8.0이상, 안드로이드4.3이상",512M,4G내장,"알람, 문자, 전화","심박측정, 운동정보기록","GPS, 음성명령(구글나우), 자이로센서, 가속계센서, 나침반센서, 알람설정",생활방수(IP67),"평균 60시간,최대 131시간",배터리일체형,300mAh,실리콘,41.5g,,,,,48시간,,,3G,,,,,,,,,,,,,,,
43650,E28,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","혈압측정, 이동거리측정, 달리기, 사이클링, 심박측정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532010,ZeblazeTHOR5,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,545mAh,스테인리스스틸,42g,,,,,,,,LTE,,,,,,,,,,,,,,,
179100,미스핏미스핏페이즈,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260,NewwearQ1,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260,CACGOK6,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","혈중산소농도, 이동거리측정, 달리기, 사이클링, 트랙킹, 심박측정, 칼로리측정, 수면패턴분석, 만보계",원격촬영,생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
849000,애플워치시리즈5Cellular40mm(스페이스블랙스테인리스스틸),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
53970,L3스마트워치,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),최대30일,배터리일체형,400mAh,,,,,,,,,,,,,,,,,,,,,,,,,
75840,R02,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),"평균 60시간,최대 131시간",배터리일체형,90mAh,,,,,,,,,,,,,,,,,,,,,,,,,
27000,ZeblazeCrystal3,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),최대7일,배터리일체형,200mAh,스테인리스스틸,42g,,,,,,,,,,27g,,,,,,,,,,,,,
304000,엠포리오아르마니ART3021,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스4.1,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(3ATM),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
27870,R16,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),"평균 60시간,최대 131시간",배터리일체형,90mAh,TPU,,,,,,,,,,,,,,,,,,,,,,,,
35490,ZeblazeVIBE2,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","원격촬영, 알람설정",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,82g,,,,,,,,,,,,,
15810,C22103,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스4.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","달리기, 사이클링, 수영모니터링","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,
353390,엠포리오아르마니ART3020,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(3ATM),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
373220,엠포리오아르마니ART3026,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
93010,ZGPAXS99,스마트워치,밴드일체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,microUSB,,,,,,,,,
76320,S928,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,57g,,,,,,,,,,,,,,,,,,,,,,,
68700,B80,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,20일,,,,,,,,,,,,,,,,,,
47180,Y6PLUS,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스4.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,110mAh,,,,,,,,,,,,,,,,,,,,,,,,,
435370,엠포리오아르마니ART3019,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
41990,X9-VO,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,15일,,,,,,,,,,,,,,,,,,
478000,가민비보액티브4,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(5ATM),5일,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,40g,,,,,,,,,,,,,
191730,엠포리오아르마니ART3027,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
28360,M3S,스마트밴드,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,14.3g,,,,,,,,,,,,,
330290,엠포리오아르마니ART3004,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스4.1,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(3ATM),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
183590,마이클코어스스마트시계_MKT4007,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"알람, 문자, 전화","일일활동량측정, 수면패턴분석","날짜,요일표시, GPS, 무선충전, 알람설정",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
30840,ZGPAXS226,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수,24시간,배터리일체형,300mAh,,,,,,,,,,,,,,,,,,,,,,,,,
81300,S1,스마트밴드,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,"문자, 전화",,,,,
48000,ZeblazeVIBE3PRO,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"문자, 전화","이동거리측정, 달리기, 칼로리측정, 수면패턴분석","날짜,요일표시, 원격촬영, 스톱워치",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,24개월,,,,,58g,,,,,,,,,,,,,
43390,CK19,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","달리기, 사이클링, 수영모니터링, 심박측정, 수면패턴분석","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,15일,,,,,,,,,,,,,,,,,,
17460,SPOVANPR1-2,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,
289990,마이클코어스MKT5036,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"문자, 전화","칼로리측정, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
28500,DiggroF07,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,
35480,ZeblazeVIBE,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
289000,모토로라모토360,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",512M,4G내장,"SNS, 일정, 문자, 전화",심박측정,"심박센서, 음성명령(오케이구글), 앱설치(구글플레이), 화면테마설정",생활방수(IP67),"평균 60시간,최대 131시간",배터리일체형,320mAh,스테인리스스틸,42g,,,,,,,,,,,,,,전용거치대,4.7x3.8cm,,,,,,,,
603930,순토스파르탄울트라HR,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","일일활동량측정, 이동거리측정, 심박측정, 칼로리측정, 만보계","날짜,요일표시, 다중언어, 듀얼타임, 심박센서, GPS, 스톱워치, 고도센서, 나침반센서, 기압센서, 알람설정, 속도계",방수(10ATM),26시간,,,,,,,,,,,,,,,,,,,,,,,,,,,
265990,순토앰빗3스포츠HR,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","이동거리측정, 심박측정, 만보계","날짜,요일표시, 다중언어, 듀얼타임, 심박센서, GPS, 스톱워치, 배터리확인, 고도센서, 나침반센서, 알람설정",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
